,01_95stain1-120716_S1_merged_R1.fastq.gz.fq.gzAligned.sortedByCoord.out.down_sampled
ENSG00000132466.17,4
ENSG00000132467.3,32
ENSG00000132470.13,8
ENSG00000132471.11,158
ENSG00000132475.8,2339
ENSG00000132485.12,128
ENSG00000132507.17,495
ENSG00000132522.15,5
ENSG00000132541.10,134
ENSG00000132570.14,2
ENSG00000132581.9,65
ENSG00000132589.15,53
ENSG00000132591.11,152
ENSG00000132600.16,13
ENSG00000132603.13,72
ENSG00000132604.10,4
ENSG00000132612.15,65
ENSG00000132613.14,1
ENSG00000132646.10,483
ENSG00000132661.3,53
ENSG00000132670.20,9
ENSG00000132676.15,184
ENSG00000132680.10,37
ENSG00000132692.18,7
ENSG00000132716.18,5
ENSG00000132749.10,52
ENSG00000132773.11,20
ENSG00000132780.16,225
ENSG00000132781.17,13
ENSG00000132792.18,16
ENSG00000132819.16,12
ENSG00000132823.10,90
ENSG00000132824.13,193
ENSG00000132842.13,54
ENSG00000132906.17,22
ENSG00000132912.12,32
ENSG00000132952.11,24
ENSG00000132963.7,816
ENSG00000132967.9,4
ENSG00000133026.12,44
ENSG00000133027.17,36
ENSG00000133030.19,8
ENSG00000133059.16,24
ENSG00000133065.10,25
ENSG00000133067.17,1
ENSG00000133104.12,4
ENSG00000133111.3,12
ENSG00000133112.16,2221
ENSG00000133114.17,20
ENSG00000133119.12,122
ENSG00000133134.11,108
ENSG00000133136.4,1
ENSG00000133142.17,31
ENSG00000133169.5,1
ENSG00000133193.12,11
ENSG00000133226.16,257
ENSG00000133243.8,9
ENSG00000133250.13,2
ENSG00000133302.12,21
ENSG00000133315.10,24
ENSG00000133317.14,10
ENSG00000133318.13,167
ENSG00000133393.12,18
ENSG00000133398.3,246
ENSG00000133597.9,10
ENSG00000133606.10,143
ENSG00000133639.4,113
ENSG00000133641.17,98
ENSG00000133657.14,22
ENSG00000133665.12,1
ENSG00000133703.11,1
ENSG00000133704.9,17
ENSG00000133706.17,143
ENSG00000133731.9,40
ENSG00000133739.15,114
ENSG00000133773.11,21
ENSG00000133789.14,1
ENSG00000133800.8,41
ENSG00000133805.15,3
ENSG00000133812.14,2
ENSG00000133816.13,1
ENSG00000133818.12,27
ENSG00000133835.14,36
ENSG00000133858.15,10
ENSG00000133863.6,15
ENSG00000133872.13,306
ENSG00000133874.1,3
ENSG00000133884.9,51
ENSG00000133935.6,48
ENSG00000133961.19,31
ENSG00000133983.14,7
ENSG00000133997.11,25
ENSG00000134001.12,251
ENSG00000134014.16,4
ENSG00000134046.11,28
ENSG00000134049.4,150
ENSG00000134056.11,212
ENSG00000134057.14,87
ENSG00000134058.10,29
ENSG00000134077.15,76
ENSG00000134086.7,22
ENSG00000134107.4,60
ENSG00000134108.12,223
ENSG00000134109.10,94
ENSG00000134138.19,20
ENSG00000134146.11,26
ENSG00000134152.10,1
ENSG00000134153.9,46
ENSG00000134186.11,17
ENSG00000134202.10,22
ENSG00000134222.16,10
ENSG00000134242.15,13
ENSG00000134243.11,60
ENSG00000134248.13,377
ENSG00000134262.12,64
ENSG00000134265.12,22
ENSG00000134283.17,46
ENSG00000134287.9,36
ENSG00000134291.11,100
ENSG00000134294.13,105
ENSG00000134297.6,15
ENSG00000134308.13,83
ENSG00000134313.14,7
ENSG00000134318.13,10
ENSG00000134324.11,16
ENSG00000134333.13,1908
ENSG00000134371.9,131
ENSG00000134375.10,411
ENSG00000134376.14,3
ENSG00000134419.15,419
ENSG00000134440.11,261
ENSG00000134444.13,1
ENSG00000134453.15,137
ENSG00000134463.14,12
ENSG00000134470.19,39
ENSG00000134480.13,206
ENSG00000134490.13,21
ENSG00000134516.15,13
ENSG00000134574.11,104
ENSG00000134590.13,67
ENSG00000134597.13,23
ENSG00000134627.11,4
ENSG00000134644.15,15
ENSG00000134684.10,568
ENSG00000134690.10,129
ENSG00000134697.12,98
ENSG00000134717.17,179
ENSG00000134748.12,58
ENSG00000134755.14,29
ENSG00000134759.13,13
ENSG00000134779.14,276
ENSG00000134802.17,61
ENSG00000134809.8,348
ENSG00000134825.13,879
ENSG00000134851.12,45
ENSG00000134882.15,18
ENSG00000134884.13,9
ENSG00000134899.17,24
ENSG00000134900.11,28
ENSG00000134901.12,13
ENSG00000134905.16,19
ENSG00000134910.12,160
ENSG00000134970.13,15
ENSG00000134987.11,21
ENSG00000134996.11,110
ENSG00000135002.11,49
ENSG00000135040.15,40
ENSG00000135045.6,24
ENSG00000135046.13,839
ENSG00000135047.14,95
ENSG00000135069.13,252
ENSG00000135070.13,16
ENSG00000135074.15,6
ENSG00000135090.13,41
ENSG00000135108.14,8
ENSG00000135124.14,107
ENSG00000135148.11,26
ENSG00000135164.18,12
ENSG00000135185.11,90
ENSG00000135211.5,392
ENSG00000135241.16,56
ENSG00000135249.7,5
ENSG00000135250.16,4
ENSG00000135269.17,195
ENSG00000135297.15,14
ENSG00000135315.11,89
ENSG00000135316.17,79
ENSG00000135317.12,77
ENSG00000135324.5,49
ENSG00000135334.8,79
ENSG00000135336.14,109
ENSG00000135338.13,2
ENSG00000135341.17,16
ENSG00000135363.11,12
ENSG00000135372.8,20
ENSG00000135387.19,98
ENSG00000135390.17,531
ENSG00000135404.11,194
ENSG00000135409.10,81
ENSG00000135414.9,3
ENSG00000135441.7,33
ENSG00000135446.16,10
ENSG00000135451.12,6
ENSG00000135452.9,1
ENSG00000135454.13,52
ENSG00000135469.13,15
ENSG00000135476.11,11
ENSG00000135486.17,552
ENSG00000135506.15,1
ENSG00000135521.8,16
ENSG00000135535.14,107
ENSG00000135537.16,1
ENSG00000135541.20,15
ENSG00000135549.14,57
ENSG00000135597.18,1
ENSG00000135617.3,68
ENSG00000135624.15,362
ENSG00000135631.15,23
ENSG00000135632.11,26
ENSG00000135643.4,10
ENSG00000135655.13,187
ENSG00000135677.10,2
ENSG00000135679.21,50
ENSG00000135698.9,62
ENSG00000135720.12,45
ENSG00000135723.13,1
ENSG00000135750.14,30
ENSG00000135766.8,51
ENSG00000135776.4,16
ENSG00000135778.11,35
ENSG00000135801.9,14
ENSG00000135821.16,260
ENSG00000135823.13,1
ENSG00000135829.16,29
ENSG00000135837.15,27
ENSG00000135838.13,24
ENSG00000135842.16,19
ENSG00000135845.9,113
ENSG00000135870.11,2
ENSG00000135900.3,6
ENSG00000135916.15,71
ENSG00000135926.12,52
ENSG00000135930.13,9
ENSG00000135940.6,3980
ENSG00000135956.8,32
ENSG00000135968.19,115
ENSG00000135972.8,11
ENSG00000135974.9,87
ENSG00000136003.15,177
ENSG00000136045.11,98
ENSG00000136048.13,4
ENSG00000136051.13,27
ENSG00000136059.14,3
ENSG00000136068.14,51
ENSG00000136100.12,3
ENSG00000136104.18,166
ENSG00000136108.14,151
ENSG00000136141.14,16
ENSG00000136143.13,26
ENSG00000136144.11,31
ENSG00000136146.14,33
ENSG00000136149.6,13
ENSG00000136153.19,4
ENSG00000136156.12,235
ENSG00000136167.13,349
ENSG00000136169.16,9
ENSG00000136206.3,2
ENSG00000136213.9,36
ENSG00000136238.17,522
ENSG00000136240.9,619
ENSG00000136243.16,123
ENSG00000136247.14,15
ENSG00000136261.14,206
ENSG00000136270.13,56
ENSG00000136271.10,84
ENSG00000136279.18,47
ENSG00000136280.15,9
ENSG00000136319.11,41
ENSG00000136381.12,13
ENSG00000136425.12,9
ENSG00000136436.14,96
ENSG00000136448.11,58
ENSG00000136450.12,18
ENSG00000136463.7,27
ENSG00000136485.14,39
ENSG00000136490.8,29
ENSG00000136492.8,1
ENSG00000136504.11,32
ENSG00000136518.16,100
ENSG00000136521.12,264
ENSG00000136522.13,731
ENSG00000136527.17,331
ENSG00000136531.13,6
ENSG00000136536.14,77
ENSG00000136542.8,14
ENSG00000136560.13,55
ENSG00000136603.13,11
ENSG00000136628.17,212
ENSG00000136631.12,53
ENSG00000136636.12,23
ENSG00000136643.11,1
ENSG00000136709.11,58
ENSG00000136710.9,154
ENSG00000136715.17,15
ENSG00000136718.9,55
ENSG00000136732.14,137
ENSG00000136738.14,20
ENSG00000136754.16,71
ENSG00000136758.18,112
ENSG00000136770.10,63
ENSG00000136783.9,53
ENSG00000136802.11,24
ENSG00000136807.11,49
ENSG00000136810.12,1955
ENSG00000136811.16,36
ENSG00000136813.14,62
ENSG00000136816.15,8
ENSG00000136819.14,137
ENSG00000136824.18,321
ENSG00000136827.11,109
ENSG00000136840.18,14
ENSG00000136867.10,1
ENSG00000136868.10,159
ENSG00000136875.12,59
ENSG00000136877.14,41
ENSG00000136888.6,550
ENSG00000136891.13,68
ENSG00000136897.7,131
ENSG00000136908.17,185
ENSG00000136928.4,2
ENSG00000136929.12,1
ENSG00000136930.12,505
ENSG00000136932.13,18
ENSG00000136933.16,63
ENSG00000136936.10,57
ENSG00000136937.12,64
ENSG00000136938.8,360
ENSG00000136940.13,49
ENSG00000136942.14,1419
ENSG00000136950.13,84
ENSG00000136982.5,18
ENSG00000136986.9,138
ENSG00000136997.14,142
ENSG00000137038.7,54
ENSG00000137040.9,69
ENSG00000137054.15,57
ENSG00000137055.14,24
ENSG00000137070.17,16
ENSG00000137073.20,71
ENSG00000137074.18,130
ENSG00000137075.17,12
ENSG00000137076.18,75
ENSG00000137100.15,95
ENSG00000137106.17,109
ENSG00000137124.6,13
ENSG00000137133.10,279
ENSG00000137154.12,1918
ENSG00000137161.16,51
ENSG00000137166.14,12
ENSG00000137168.7,47
ENSG00000137171.14,1
ENSG00000137185.11,22
ENSG00000137193.13,122
ENSG00000137198.9,80
ENSG00000137200.12,5
ENSG00000137207.11,143
ENSG00000137210.13,845
ENSG00000137216.18,1
ENSG00000137267.5,30
ENSG00000137274.12,18
ENSG00000137288.9,313
ENSG00000137309.19,601
ENSG00000137310.11,2
ENSG00000137312.14,99
ENSG00000137364.4,121
ENSG00000137409.18,155
ENSG00000137411.16,2
ENSG00000137413.15,26
ENSG00000137414.5,6
ENSG00000137492.7,52
ENSG00000137494.13,6
ENSG00000137500.9,112
ENSG00000137509.10,75
ENSG00000137513.9,23
ENSG00000137522.17,27
ENSG00000137547.8,96
ENSG00000137563.11,158
ENSG00000137574.10,26
ENSG00000137575.11,635
ENSG00000137601.15,34
ENSG00000137648.16,20
ENSG00000137692.11,221
ENSG00000137710.14,198
ENSG00000137713.15,1
ENSG00000137714.2,70
ENSG00000137720.7,95
ENSG00000137747.14,1
ENSG00000137764.19,16
ENSG00000137770.13,23
ENSG00000137776.16,12
ENSG00000137804.12,268
ENSG00000137806.8,21
ENSG00000137807.13,43
ENSG00000137809.16,1
ENSG00000137812.19,1
ENSG00000137814.9,60
ENSG00000137815.14,58
ENSG00000137818.11,5182
ENSG00000137824.15,50
ENSG00000137834.14,6
ENSG00000137845.14,15
ENSG00000137869.13,15
ENSG00000137871.19,23
ENSG00000137876.9,404
ENSG00000137942.16,10
ENSG00000137944.16,35
ENSG00000137947.11,109
ENSG00000137955.15,71
ENSG00000137970.7,116
ENSG00000137996.12,239
ENSG00000138029.13,86
ENSG00000138030.12,1
ENSG00000138031.14,2
ENSG00000138032.20,28
ENSG00000138036.18,103
ENSG00000138050.14,45
ENSG00000138069.16,151
ENSG00000138071.13,101
ENSG00000138073.13,19
ENSG00000138078.15,5
ENSG00000138085.16,679
ENSG00000138095.18,27
ENSG00000138134.11,28
ENSG00000138138.13,64
ENSG00000138160.5,14
ENSG00000138175.8,1
ENSG00000138180.15,57
ENSG00000138182.14,40
ENSG00000138190.16,38
ENSG00000138231.12,34
ENSG00000138279.15,74
ENSG00000138286.14,49
ENSG00000138303.17,18
ENSG00000138316.10,14
ENSG00000138326.18,1316
ENSG00000138346.14,1
ENSG00000138363.14,128
ENSG00000138375.12,11
ENSG00000138376.10,40
ENSG00000138380.17,1
ENSG00000138381.9,10
ENSG00000138382.13,301
ENSG00000138385.15,369
ENSG00000138398.15,92
ENSG00000138399.17,10
ENSG00000138413.13,385
ENSG00000138430.15,319
ENSG00000138433.15,134
ENSG00000138434.16,1
ENSG00000138442.9,119
ENSG00000138443.15,75
ENSG00000138449.10,9
ENSG00000138459.8,30
ENSG00000138468.15,62
ENSG00000138495.6,309
ENSG00000138587.5,73
ENSG00000138592.13,94
ENSG00000138594.12,37
ENSG00000138600.9,23
ENSG00000138604.9,8
ENSG00000138606.19,1
ENSG00000138614.14,26
ENSG00000138617.14,29
ENSG00000138621.11,47
ENSG00000138629.15,88
ENSG00000138650.8,14
ENSG00000138658.15,14
ENSG00000138660.11,34
ENSG00000138663.8,135
ENSG00000138668.18,190
ENSG00000138674.16,113
ENSG00000138678.10,60
ENSG00000138685.12,18
ENSG00000138686.9,66
ENSG00000138698.14,35
ENSG00000138709.17,1
ENSG00000138735.15,6
ENSG00000138750.14,81
ENSG00000138756.17,19
ENSG00000138757.14,37
ENSG00000138758.11,37
ENSG00000138760.8,21
ENSG00000138764.13,95
ENSG00000138767.12,75
ENSG00000138768.14,147
ENSG00000138772.12,53
ENSG00000138777.19,125
ENSG00000138780.14,21
ENSG00000138794.9,30
ENSG00000138795.9,23
ENSG00000138796.15,103
ENSG00000138801.8,121
ENSG00000138802.11,12
ENSG00000138821.12,48
ENSG00000138835.22,30
ENSG00000138942.15,5
ENSG00000138964.16,11
ENSG00000139112.10,1
ENSG00000139116.17,37
ENSG00000139146.13,15
ENSG00000139154.14,12
ENSG00000139160.13,22
ENSG00000139163.15,20
ENSG00000139168.7,440
ENSG00000139174.10,4
ENSG00000139178.10,20
ENSG00000139180.10,16
ENSG00000139190.16,2
ENSG00000139218.17,124
ENSG00000139233.6,3
ENSG00000139239.7,367
ENSG00000139266.5,5
ENSG00000139269.2,46
ENSG00000139278.9,13
ENSG00000139324.11,5
ENSG00000139343.10,523
ENSG00000139372.14,153
ENSG00000139405.15,11
ENSG00000139410.14,136
ENSG00000139428.11,235
ENSG00000139433.9,9
ENSG00000139436.20,8
ENSG00000139437.17,17
ENSG00000139496.15,41
ENSG00000139505.11,23
ENSG00000139514.12,43
ENSG00000139546.10,23
ENSG00000139567.12,12
ENSG00000139579.12,2
ENSG00000139613.11,60
ENSG00000139620.12,22
ENSG00000139641.12,40
ENSG00000139644.12,612
ENSG00000139668.8,21
ENSG00000139684.13,352
ENSG00000139687.13,7
ENSG00000139697.11,45
ENSG00000139719.9,19
ENSG00000139726.10,143
ENSG00000139734.17,5
ENSG00000139746.15,10
ENSG00000139793.18,61
ENSG00000139826.5,18
ENSG00000139842.14,30
ENSG00000139921.12,77
ENSG00000139974.15,5
ENSG00000139977.13,15
ENSG00000139990.17,16
ENSG00000140022.9,9
ENSG00000140025.15,42
ENSG00000140043.11,42
ENSG00000140044.12,8
ENSG00000140105.17,523
ENSG00000140153.17,26
ENSG00000140259.6,129
ENSG00000140262.17,35
ENSG00000140263.13,3
ENSG00000140264.19,2078
ENSG00000140280.13,67
ENSG00000140284.10,13
ENSG00000140299.11,17
ENSG00000140307.10,270
ENSG00000140319.10,469
ENSG00000140332.15,1
ENSG00000140350.15,47
ENSG00000140365.15,164
ENSG00000140374.15,257
ENSG00000140391.14,128
ENSG00000140395.8,81
ENSG00000140416.19,8
ENSG00000140443.13,1
ENSG00000140450.8,12
ENSG00000140455.16,4
ENSG00000140463.13,7
ENSG00000140464.19,8
ENSG00000140471.16,14
ENSG00000140497.16,141
ENSG00000140525.17,117
ENSG00000140545.14,19
ENSG00000140553.16,1
ENSG00000140575.12,71
ENSG00000140598.13,9
ENSG00000140612.13,169
ENSG00000140632.16,31
ENSG00000140650.11,11
ENSG00000140688.16,33
ENSG00000140694.16,25
ENSG00000140740.10,346
ENSG00000140743.7,10
ENSG00000140829.11,1
ENSG00000140830.8,22
ENSG00000140848.16,26
ENSG00000140854.12,52
ENSG00000140876.11,1
ENSG00000140931.19,75
ENSG00000140939.14,11
ENSG00000140941.12,561
ENSG00000140943.16,10
ENSG00000140983.13,22
ENSG00000140988.15,2750
ENSG00000140990.14,265
ENSG00000140992.18,12
ENSG00000140995.16,19
ENSG00000141002.18,45
ENSG00000141012.12,14
ENSG00000141027.20,86
ENSG00000141030.12,193
ENSG00000141034.9,5
ENSG00000141076.17,35
ENSG00000141101.12,40
ENSG00000141179.13,37
ENSG00000141198.13,21
ENSG00000141219.15,6
ENSG00000141252.19,27
ENSG00000141279.15,1
ENSG00000141295.13,19
ENSG00000141338.13,1
ENSG00000141349.8,60
ENSG00000141367.11,140
ENSG00000141378.14,26
ENSG00000141380.13,53
ENSG00000141384.11,5
ENSG00000141385.9,21
ENSG00000141391.13,3
ENSG00000141424.12,15
ENSG00000141425.17,63
ENSG00000141428.16,138
ENSG00000141429.13,11
ENSG00000141446.10,18
ENSG00000141452.9,20
ENSG00000141480.17,14
ENSG00000141499.16,11
ENSG00000141504.11,12
ENSG00000141522.11,5
ENSG00000141524.15,20
ENSG00000141543.9,38
ENSG00000141551.14,25
ENSG00000141552.17,807
ENSG00000141556.20,15
ENSG00000141560.14,33
ENSG00000141562.17,206
ENSG00000141568.19,19
ENSG00000141570.10,12
ENSG00000141580.15,11
ENSG00000141582.14,35
ENSG00000141627.13,15
ENSG00000141646.13,20
ENSG00000141682.11,88
ENSG00000141698.16,69
ENSG00000141741.11,141
ENSG00000141744.3,1
ENSG00000141753.6,12
ENSG00000141759.14,136
ENSG00000141837.18,4
ENSG00000141858.11,2
ENSG00000141867.17,22
ENSG00000141873.10,45
ENSG00000141905.17,12
ENSG00000141959.16,241
ENSG00000141971.12,17
ENSG00000141994.15,12
ENSG00000142002.16,9
ENSG00000142039.3,3
ENSG00000142082.14,1
ENSG00000142089.15,130
ENSG00000142166.12,71
ENSG00000142168.14,834
ENSG00000142188.16,33
ENSG00000142208.15,13
ENSG00000142227.10,530
ENSG00000142230.11,199
ENSG00000142252.10,55
ENSG00000142327.11,11
ENSG00000142396.10,15
ENSG00000142409.5,3
ENSG00000142444.6,30
ENSG00000142507.9,215
ENSG00000142513.5,1
ENSG00000142528.15,1
ENSG00000142534.6,658
ENSG00000142541.16,1489
ENSG00000142544.6,54
ENSG00000142546.13,250
ENSG00000142556.18,2
ENSG00000142615.7,26
ENSG00000142634.12,106
ENSG00000142655.12,5
ENSG00000142657.20,264
ENSG00000142661.18,2
ENSG00000142669.13,405
ENSG00000142676.12,1851
ENSG00000142684.7,59
ENSG00000142687.17,7
ENSG00000142731.10,80
ENSG00000142751.14,20
ENSG00000142765.17,62
ENSG00000142784.15,11
ENSG00000142856.16,282
ENSG00000142864.14,244
ENSG00000142867.12,7
ENSG00000142871.15,13
ENSG00000142875.19,24
ENSG00000142892.14,49
ENSG00000142937.11,2325
ENSG00000142945.12,139
ENSG00000143013.12,152
ENSG00000143033.17,227
ENSG00000143093.14,7
ENSG00000143106.12,459
ENSG00000143119.12,271
ENSG00000143149.12,73
ENSG00000143155.12,69
ENSG00000143156.13,5
ENSG00000143157.11,4
ENSG00000143158.10,335
ENSG00000143162.7,982
ENSG00000143179.12,47
ENSG00000143183.16,119
ENSG00000143198.12,309
ENSG00000143207.19,89
ENSG00000143222.11,143
ENSG00000143224.17,25
ENSG00000143226.13,388
ENSG00000143228.12,212
ENSG00000143252.14,196
ENSG00000143256.4,576
ENSG00000143294.14,39
ENSG00000143303.11,23
ENSG00000143314.12,71
ENSG00000143319.16,30
ENSG00000143321.18,22
ENSG00000143324.13,49
ENSG00000143337.18,72
ENSG00000143353.11,399
ENSG00000143368.9,59
ENSG00000143369.14,174
ENSG00000143374.14,80
ENSG00000143382.13,14
ENSG00000143384.12,1
ENSG00000143390.17,3
ENSG00000143393.16,43
ENSG00000143398.19,7
ENSG00000143401.14,106
ENSG00000143420.17,141
ENSG00000143436.10,11
ENSG00000143437.20,1
ENSG00000143457.10,108
ENSG00000143476.17,105
ENSG00000143479.15,22
ENSG00000143486.15,1
ENSG00000143493.12,23
ENSG00000143498.17,13
ENSG00000143499.13,39
ENSG00000143514.16,3
ENSG00000143515.16,1
ENSG00000143537.13,21
ENSG00000143543.14,311
ENSG00000143545.8,113
ENSG00000143549.19,298
ENSG00000143553.10,19
ENSG00000143569.18,29
ENSG00000143570.17,14
ENSG00000143575.14,360
ENSG00000143578.15,7
ENSG00000143595.12,1
ENSG00000143612.18,99
ENSG00000143621.16,479
ENSG00000143633.12,153
ENSG00000143641.9,17
ENSG00000143653.9,174
ENSG00000143702.15,5
ENSG00000143727.15,385
ENSG00000143740.14,35
ENSG00000143742.12,1056
ENSG00000143748.17,34
ENSG00000143751.9,78
ENSG00000143753.12,119
ENSG00000143761.13,672
ENSG00000143771.11,74
ENSG00000143774.16,473
ENSG00000143776.18,7
ENSG00000143793.12,19
ENSG00000143797.11,26
ENSG00000143799.12,169
ENSG00000143811.16,55
ENSG00000143815.14,145
ENSG00000143851.15,24
ENSG00000143862.7,11
ENSG00000143869.6,1
ENSG00000143870.12,37
ENSG00000143889.15,110
ENSG00000143891.16,7
ENSG00000143933.16,1488
ENSG00000143942.4,15
ENSG00000143947.12,1707
ENSG00000143952.19,9
ENSG00000143971.7,4
ENSG00000143977.13,1727
ENSG00000144021.2,70
ENSG00000144028.14,76
ENSG00000144029.11,214
ENSG00000144034.14,331
ENSG00000144043.11,42
ENSG00000144048.10,78
ENSG00000144118.13,65
ENSG00000144120.12,1
ENSG00000144136.10,170
ENSG00000144161.12,73
ENSG00000144199.11,47
ENSG00000144224.16,148
ENSG00000144231.10,17
ENSG00000144320.13,2
ENSG00000144354.13,128
ENSG00000144362.11,17
ENSG00000144366.15,18
ENSG00000144381.16,161
ENSG00000144401.14,56
ENSG00000144451.18,15
ENSG00000144455.13,10
ENSG00000144468.16,13
ENSG00000144485.10,15
ENSG00000144504.15,19
ENSG00000144524.17,22
ENSG00000144535.19,1
ENSG00000144554.10,66
ENSG00000144559.10,18
ENSG00000144566.10,47
ENSG00000144579.7,29
ENSG00000144591.17,135
ENSG00000144597.13,60
ENSG00000144635.8,40
ENSG00000144655.14,10
ENSG00000144674.16,65
ENSG00000144677.14,12
ENSG00000144711.13,4
ENSG00000144713.12,1944
ENSG00000144736.13,38
ENSG00000144746.6,116
ENSG00000144747.14,44
ENSG00000144785.8,18
ENSG00000144815.14,10
ENSG00000144827.8,44
ENSG00000144840.8,4
ENSG00000144848.10,111
ENSG00000144867.11,179
ENSG00000144868.13,17
ENSG00000144895.11,79
ENSG00000144935.14,21
ENSG00000145002.12,2
ENSG00000145016.13,17
ENSG00000145029.11,3
ENSG00000145050.15,311
ENSG00000145088.8,81
ENSG00000145191.11,16
ENSG00000145194.17,120
ENSG00000145216.15,39
ENSG00000145220.13,67
ENSG00000145241.10,39
ENSG00000145248.6,4
ENSG00000145293.14,41
ENSG00000145331.13,26
ENSG00000145332.13,56
ENSG00000145337.4,182
ENSG00000145354.9,224
ENSG00000145386.9,106
ENSG00000145390.11,7
ENSG00000145425.9,1838
ENSG00000145439.11,26
ENSG00000145494.11,247
ENSG00000145495.14,53
ENSG00000145545.11,34
ENSG00000145555.14,2
ENSG00000145592.13,2138
ENSG00000145604.15,21
ENSG00000145685.13,12
ENSG00000145687.15,61
ENSG00000145703.15,12
ENSG00000145723.16,37
ENSG00000145725.19,40
ENSG00000145734.18,50
ENSG00000145736.14,1
ENSG00000145740.18,110
ENSG00000145741.15,908
